observation_id,source_doi,source_table,source_row_label,compound,antibiotic_partner,fixed_inhibitor_concentration,fixed_inhibitor_concentration_unit,enzyme_family,enzyme_variant,reference_variant,variant_origin,author_reported_mutation,numbering_scheme,organism,strain,biological_context,assay_category,assay_system,protein_preparation,endpoint,relation,value,unit,fitted_value,replicate_count,directness,quality_flags,curator_note
EVO-OBS-P2-068,10.1128/aac.01570-23,Table 3,GIM-1,taniborbactam,,,,GIM,GIM-1,,paper_reported_variant,,,,,,biochemical_inhibition,crude_extract,recombinant_E_coli_crude_lysate,IC50,=,1.3,uM,,,direct_table_value,,
EVO-OBS-P2-069,10.1128/aac.01570-23,Table 3,PFM-1,xeruborbactam,,,,PFM,PFM-1,,paper_reported_variant,,,,,,biochemical_inhibition,crude_extract,recombinant_E_coli_crude_lysate,IC50,>,100,uM,,,direct_table_value,assay_substrate_imipenem,Table 3 footnote states that imipenem was used because cephalothin was not hydrolyzed by this enzyme.
EVO-OBS-P2-070,10.1128/aac.01570-23,Table 3,PFM-1,taniborbactam,,,,PFM,PFM-1,,paper_reported_variant,,,,,,biochemical_inhibition,crude_extract,recombinant_E_coli_crude_lysate,IC50,>,100,uM,,,direct_table_value,assay_substrate_imipenem,Table 3 footnote states that imipenem was used because cephalothin was not hydrolyzed by this enzyme.
EVO-OBS-P2-071,10.1128/aac.01570-23,Table 3,AIM-1,xeruborbactam,,,,AIM,AIM-1,,paper_reported_variant,,,,,,biochemical_inhibition,crude_extract,recombinant_E_coli_crude_lysate,IC50,>,100,uM,,,direct_table_value,,
EVO-OBS-P2-072,10.1128/aac.01570-23,Table 3,AIM-1,taniborbactam,,,,AIM,AIM-1,,paper_reported_variant,,,,,,biochemical_inhibition,crude_extract,recombinant_E_coli_crude_lysate,IC50,>,100,uM,,,direct_table_value,,
EVO-OBS-P2-073,10.1128/aac.01570-23,Table 4,NDM-1,xeruborbactam,,,,NDM,NDM-1,,paper_reported_variant,,,,,,biochemical_inhibition,purified_enzyme,purified_recombinant_enzyme,Ki,=,0.08,uM,,,direct_table_value,,
EVO-OBS-P2-074,10.1128/aac.01570-23,Table 4,NDM-1,taniborbactam,,,,NDM,NDM-1,,paper_reported_variant,,,,,,biochemical_inhibition,purified_enzyme,purified_recombinant_enzyme,Ki,=,0.016,uM,,,direct_table_value,,
EVO-OBS-P2-075,10.1128/aac.01570-23,Table 4,VIM-2,xeruborbactam,,,,VIM,VIM-2,,paper_reported_variant,,,,,,biochemical_inhibition,purified_enzyme,purified_recombinant_enzyme,Ki,=,0.002,uM,,,direct_table_value,,
EVO-OBS-P2-076,10.1128/aac.01570-23,Table 4,VIM-2,taniborbactam,,,,VIM,VIM-2,,paper_reported_variant,,,,,,biochemical_inhibition,purified_enzyme,purified_recombinant_enzyme,Ki,=,0.01,uM,,,direct_table_value,,
EVO-OBS-P2-077,10.1128/aac.01570-23,Table 4,IMP-1,taniborbactam,,,,IMP,IMP-1,,paper_reported_variant,,,,,,biochemical_inhibition,purified_enzyme,purified_recombinant_enzyme,Ki,>,20,uM,,,direct_table_value,,
EVO-OBS-P2-078,10.1128/aac.01570-23,Table 4,IMP-10,taniborbactam,,,,IMP,IMP-10,IMP-1,paper_reported_variant,Val67Phe,BBL,,,,biochemical_inhibition,purified_enzyme,purified_recombinant_enzyme,Ki,>,20,uM,,,direct_table_value,,
EVO-OBS-P3-004,10.1128/aac.00297-25,Table 3,NDM-1,xeruborbactam,,,,NDM,NDM-1,,paper_reported_variant,,,,,,biochemical_inhibition,crude_extract,recombinant_E_coli_crude_extract,IC50,=,4.3,uM,,,prior_study_value_republished_in_table,source_table_marks_prior_study,Paper 3 Table 3 footnote states that this result was reported from a previous study and must not be treated as an independent experiment.
EVO-OBS-P3-005,10.1128/aac.00297-25,Table 3,NDM-1,taniborbactam,,,,NDM,NDM-1,,paper_reported_variant,,,,,,biochemical_inhibition,crude_extract,recombinant_E_coli_crude_extract,IC50,=,3.0,uM,,,prior_study_value_republished_in_table,source_table_marks_prior_study,Paper 3 Table 3 footnote states that this result was reported from a previous study and must not be treated as an independent experiment.
EVO-OBS-P3-006,10.1128/aac.00297-25,Table 3,NDM-1 S262G,xeruborbactam,,,,NDM,NDM-1 S262G,NDM-1,engineered,S262G,BBL,,,,biochemical_inhibition,crude_extract,recombinant_E_coli_crude_extract,IC50,>,200,uM,,,direct_table_value,,
EVO-OBS-P3-007,10.1128/aac.00297-25,Table 3,NDM-1 S262G,taniborbactam,,,,NDM,NDM-1 S262G,NDM-1,engineered,S262G,BBL,,,,biochemical_inhibition,crude_extract,recombinant_E_coli_crude_extract,IC50,>,250,uM,,,direct_table_value,,
EVO-OBS-P3-008,10.1128/aac.00297-25,Table 3,IMP-1,xeruborbactam,,,,IMP,IMP-1,,paper_reported_variant,,,,,,biochemical_inhibition,crude_extract,recombinant_E_coli_crude_extract,IC50,=,2.7,uM,,,prior_study_value_republished_in_table,source_table_marks_prior_study,Paper 3 Table 3 footnote states that this result was reported from a previous study and must not be treated as an independent experiment.
EVO-OBS-P3-009,10.1128/aac.00297-25,Table 3,IMP-1,taniborbactam,,,,IMP,IMP-1,,paper_reported_variant,,,,,,biochemical_inhibition,crude_extract,recombinant_E_coli_crude_extract,IC50,>,250,uM,,,prior_study_value_republished_in_table,source_table_marks_prior_study,Paper 3 Table 3 footnote states that this result was reported from a previous study and must not be treated as an independent experiment.
EVO-OBS-P3-010,10.1128/aac.00297-25,Table 3,IMP-6,taniborbactam,,,,IMP,IMP-6,IMP-1,paper_reported_variant,Ser262Gly,BBL,,,,biochemical_inhibition,crude_extract,recombinant_E_coli_crude_extract,IC50,>,250,uM,,,direct_table_value,,
EVO-OBS-P3-011,10.1128/aac.00297-25,Table 3,IMP-10,xeruborbactam,,,,IMP,IMP-10,IMP-1,paper_reported_variant,Val67Phe,BBL,,,,biochemical_inhibition,crude_extract,recombinant_E_coli_crude_extract,IC50,=,73,uM,,,prior_study_value_republished_in_table,source_table_marks_prior_study,Paper 3 Table 3 footnote states that this result was reported from a previous study and must not be treated as an independent experiment.
EVO-OBS-P3-012,10.1128/aac.00297-25,Table 3,IMP-10,taniborbactam,,,,IMP,IMP-10,IMP-1,paper_reported_variant,Val67Phe,BBL,,,,biochemical_inhibition,crude_extract,recombinant_E_coli_crude_extract,IC50,>,250,uM,,,prior_study_value_republished_in_table,source_table_marks_prior_study,Paper 3 Table 3 footnote states that this result was reported from a previous study and must not be treated as an independent experiment.
EVO-OBS-P3-013,10.1128/aac.00297-25,Table 3,IMP-19,xeruborbactam,,,,IMP,IMP-19,,paper_reported_variant,,,,,,biochemical_inhibition,crude_extract,recombinant_E_coli_crude_extract,IC50,=,7.5,uM,,,prior_study_value_republished_in_table,source_table_marks_prior_study,Paper 3 Table 3 footnote states that this result was reported from a previous study and must not be treated as an independent experiment.
EVO-OBS-P3-014,10.1128/aac.00297-25,Table 3,IMP-19,taniborbactam,,,,IMP,IMP-19,,paper_reported_variant,,,,,,biochemical_inhibition,crude_extract,recombinant_E_coli_crude_extract,IC50,>,250,uM,,,prior_study_value_republished_in_table,source_table_marks_prior_study,Paper 3 Table 3 footnote states that this result was reported from a previous study and must not be treated as an independent experiment.
EVO-OBS-P3-015,10.1128/aac.00297-25,Table 3,IMP-14,taniborbactam,,,,IMP,IMP-14,,paper_reported_variant,,,,,,biochemical_inhibition,crude_extract,recombinant_E_coli_crude_extract,IC50,>,250,uM,,,direct_table_value,,
EVO-OBS-P3-016,10.1128/aac.00297-25,Table 3,IMP-14 S65G,xeruborbactam,,,,IMP,IMP-14 S65G,IMP-14,engineered,S65G,BBL,,,,biochemical_inhibition,crude_extract,recombinant_E_coli_crude_extract,IC50,=,140,uM,,,direct_table_value,mutation_numbering_requires_sequence_verification,Table 3 mutation label preserved verbatim; narrative residue-numbering differences require independent sequence verification.
EVO-OBS-P3-017,10.1128/aac.00297-25,Table 3,IMP-14 S65G,taniborbactam,,,,IMP,IMP-14 S65G,IMP-14,engineered,S65G,BBL,,,,biochemical_inhibition,crude_extract,recombinant_E_coli_crude_extract,IC50,>,250,uM,,,direct_table_value,mutation_numbering_requires_sequence_verification,Table 3 mutation label preserved verbatim; narrative residue-numbering differences require independent sequence verification.
EVO-OBS-P3-018,10.1128/aac.00297-25,Table 3,IMP-14 H174N,xeruborbactam,,,,IMP,IMP-14 H174N,IMP-14,engineered,H174N,BBL,,,,biochemical_inhibition,crude_extract,recombinant_E_coli_crude_extract,IC50,=,182,uM,,,direct_table_value,mutation_numbering_requires_sequence_verification,Table 3 mutation label preserved verbatim; narrative residue-numbering differences require independent sequence verification.
EVO-OBS-P3-019,10.1128/aac.00297-25,Table 3,IMP-14 H174N,taniborbactam,,,,IMP,IMP-14 H174N,IMP-14,engineered,H174N,BBL,,,,biochemical_inhibition,crude_extract,recombinant_E_coli_crude_extract,IC50,>,250,uM,,,direct_table_value,mutation_numbering_requires_sequence_verification,Table 3 mutation label preserved verbatim; narrative residue-numbering differences require independent sequence verification.
EVO-OBS-P3-020,10.1128/aac.00297-25,Table 3,IMP-14 N178S,xeruborbactam,,,,IMP,IMP-14 N178S,IMP-14,engineered,N178S,BBL,,,,biochemical_inhibition,crude_extract,recombinant_E_coli_crude_extract,IC50,=,180,uM,,,direct_table_value,mutation_numbering_requires_sequence_verification,Table 3 mutation label preserved verbatim; narrative residue-numbering differences require independent sequence verification.
EVO-OBS-P3-021,10.1128/aac.00297-25,Table 3,IMP-14 N178S,taniborbactam,,,,IMP,IMP-14 N178S,IMP-14,engineered,N178S,BBL,,,,biochemical_inhibition,crude_extract,recombinant_E_coli_crude_extract,IC50,>,250,uM,,,direct_table_value,mutation_numbering_requires_sequence_verification,Table 3 mutation label preserved verbatim; narrative residue-numbering differences require independent sequence verification.
EVO-OBS-P3-022,10.1128/aac.00297-25,Table 3,IMP-14 D227Y,xeruborbactam,,,,IMP,IMP-14 D227Y,IMP-14,engineered,D227Y,BBL,,,,biochemical_inhibition,crude_extract,recombinant_E_coli_crude_extract,IC50,=,250,uM,,,direct_table_value,mutation_numbering_requires_sequence_verification,Table 3 mutation label preserved verbatim; narrative residue-numbering differences require independent sequence verification.
EVO-OBS-P3-023,10.1128/aac.00297-25,Table 3,IMP-14 D227Y,taniborbactam,,,,IMP,IMP-14 D227Y,IMP-14,engineered,D227Y,BBL,,,,biochemical_inhibition,crude_extract,recombinant_E_coli_crude_extract,IC50,=,204,uM,,,direct_table_value,mutation_numbering_requires_sequence_verification,Table 3 mutation label preserved verbatim; narrative residue-numbering differences require independent sequence verification.
EVO-OBS-P3-024,10.1128/aac.00297-25,Table 3,IMP-14 N233Y,xeruborbactam,,,,IMP,IMP-14 N233Y,IMP-14,engineered,N233Y,BBL,,,,biochemical_inhibition,crude_extract,recombinant_E_coli_crude_extract,IC50,=,210,uM,,,direct_table_value,mutation_numbering_requires_sequence_verification,Table 3 mutation label preserved verbatim; narrative residue-numbering differences require independent sequence verification.
EVO-OBS-P3-025,10.1128/aac.00297-25,Table 3,IMP-14 N233Y,taniborbactam,,,,IMP,IMP-14 N233Y,IMP-14,engineered,N233Y,BBL,,,,biochemical_inhibition,crude_extract,recombinant_E_coli_crude_extract,IC50,>,250,uM,,,direct_table_value,mutation_numbering_requires_sequence_verification,Table 3 mutation label preserved verbatim; narrative residue-numbering differences require independent sequence verification.
EVO-OBS-P3-026,10.1128/aac.00297-25,Table 3,IMP-4,xeruborbactam,,,,IMP,IMP-4,,paper_reported_variant,,,,,,biochemical_inhibition,crude_extract,recombinant_E_coli_crude_extract,IC50,=,14.7,uM,,,prior_study_value_republished_in_table,source_table_marks_prior_study,Paper 3 Table 3 footnote states that this result was reported from a previous study and must not be treated as an independent experiment.
EVO-OBS-P3-027,10.1128/aac.00297-25,Table 3,IMP-4,taniborbactam,,,,IMP,IMP-4,,paper_reported_variant,,,,,,biochemical_inhibition,crude_extract,recombinant_E_coli_crude_extract,IC50,>,250,uM,,,prior_study_value_republished_in_table,source_table_marks_prior_study,Paper 3 Table 3 footnote states that this result was reported from a previous study and must not be treated as an independent experiment.
EVO-OBS-P3-028,10.1128/aac.00297-25,Table 3,IMP-26,xeruborbactam,,,,IMP,IMP-26,IMP-4,paper_reported_variant,Val67Phe,BBL,,,,biochemical_inhibition,crude_extract,recombinant_E_coli_crude_extract,IC50,=,77,uM,,,direct_table_value,,
EVO-OBS-P3-029,10.1128/aac.00297-25,Table 3,IMP-26,taniborbactam,,,,IMP,IMP-26,IMP-4,paper_reported_variant,Val67Phe,BBL,,,,biochemical_inhibition,crude_extract,recombinant_E_coli_crude_extract,IC50,>,250,uM,,,direct_table_value,,
EVO-OBS-P3-030,10.1128/aac.00297-25,Table 3,IMP-59,xeruborbactam,,,,IMP,IMP-59,IMP-4,paper_reported_variant,Asn233Tyr,BBL,,,,biochemical_inhibition,crude_extract,recombinant_E_coli_crude_extract,IC50,=,10.3,uM,,,direct_table_value,,
