retrieval_id,source_id,provider,requested_identifier,request_timestamp,completion_timestamp,outcome,http_status,attempt_count,response_hash,response_path,offline,adapter_version,configuration_version
EVO-RET-D629566F2798BB68B0BA,EVO-SRC-A4914971E736EA36,europe_pmc,DOI:10.1128/aac.00297-25,2026-07-26 04:42:21.581229,2026-07-26 04:42:21.585433,offline_cache_hit,,1,fa4740af26379fb63bb665172983a1991382449aacf48e2ff3bf0e9d4316a017,data\raw\api\europe_pmc\sha256-fa4740af26379fb63bb665172983a1991382449aacf48e2ff3bf0e9d4316a017.json,True,evombl-official-api-v2,source-rate-limits-v1
EVO-RET-0A1C5650A04FBEB39686,EVO-SRC-A4914971E736EA36,europe_pmc,EXT_ID:40488615,2026-07-26 04:42:21.619181,2026-07-26 04:42:21.635816,offline_cache_hit,,1,23c1ad73a875b4226c1b325e8970c951fc60949d43a787cdbd50cdc10defe26e,data\raw\api\europe_pmc\sha256-23c1ad73a875b4226c1b325e8970c951fc60949d43a787cdbd50cdc10defe26e.json,True,evombl-official-api-v2,source-rate-limits-v1
EVO-RET-9CDBFBB58D6670E9E51C,EVO-SRC-A4914971E736EA36,ncbi_pubmed,40488615,2026-07-26 04:42:21.665039,2026-07-26 04:42:21.668885,offline_cache_hit,,1,814f4ce254c8c4e18f2828a3fa6c274e5619ad5224a82b56ecc41e18c3c2992a,data\raw\api\ncbi_pubmed\sha256-814f4ce254c8c4e18f2828a3fa6c274e5619ad5224a82b56ecc41e18c3c2992a.json,True,evombl-official-api-v2,source-rate-limits-v1
EVO-RET-8CA10FE8A03454E2E231,EVO-SRC-4A0FF0F1E6942324,crossref,10.1128/aac.01699-24,2026-07-26 04:42:21.702203,2026-07-26 04:42:21.718933,offline_cache_hit,,1,65707c50cc4279aad8f7f73b6a5f7f07fe9561b1428b69d9bbd2a6edd983db85,data\raw\api\crossref\sha256-65707c50cc4279aad8f7f73b6a5f7f07fe9561b1428b69d9bbd2a6edd983db85.json,True,evombl-official-api-v2,source-rate-limits-v1
EVO-RET-DA75206EF42789C179AF,EVO-SRC-4A0FF0F1E6942324,europe_pmc,DOI:10.1128/aac.01699-24,2026-07-26 04:42:21.751270,2026-07-26 04:42:21.769257,offline_cache_hit,,1,833afb4accaf03d2c9d520635a5d57247446654f18e4fc8cc07987766464bd12,data\raw\api\europe_pmc\sha256-833afb4accaf03d2c9d520635a5d57247446654f18e4fc8cc07987766464bd12.json,True,evombl-official-api-v2,source-rate-limits-v1
EVO-RET-FC19A2CA0EE074EADE98,EVO-SRC-1ED143DCEF91EF9C,crossref,10.1128/aac.00579-23,2026-07-26 04:42:21.819656,2026-07-26 04:42:21.843261,offline_cache_hit,,1,abd4bda1ec86b455bd66c7e35639a066c30e58568bcfc60dae44ca920ce369a8,data\raw\api\crossref\sha256-abd4bda1ec86b455bd66c7e35639a066c30e58568bcfc60dae44ca920ce369a8.json,True,evombl-official-api-v2,source-rate-limits-v1
EVO-RET-39EAD8C627496751F031,EVO-SRC-1ED143DCEF91EF9C,europe_pmc,DOI:10.1128/aac.00579-23,2026-07-26 04:42:21.869038,2026-07-26 04:42:21.885925,offline_cache_hit,,1,b31f22ae9ef1f1a5cfd805806554b163d9793f69728c6c185392d21304dc024f,data\raw\api\europe_pmc\sha256-b31f22ae9ef1f1a5cfd805806554b163d9793f69728c6c185392d21304dc024f.json,True,evombl-official-api-v2,source-rate-limits-v1
EVO-RET-478B51D1DAC7983ABAE5,EVO-SRC-1AA6599CEC290236,crossref,10.1128/aac.00426-26,2026-07-26 04:42:21.902743,2026-07-26 04:42:21.935901,offline_cache_hit,,1,d12f88d7e4d911b293a6978ac7980b598ae8aa76f98da60ca55d028b08da2da1,data\raw\api\crossref\sha256-d12f88d7e4d911b293a6978ac7980b598ae8aa76f98da60ca55d028b08da2da1.json,True,evombl-official-api-v2,source-rate-limits-v1
EVO-RET-DC7FA5465B7C2BCEC112,EVO-SRC-1AA6599CEC290236,europe_pmc,DOI:10.1128/aac.00426-26,2026-07-26 04:42:21.959824,2026-07-26 04:42:21.969491,offline_cache_hit,,1,6da7bb4c88fca63482ff83fc1247e36a9ec326d0bdb782ae278786f86d823d53,data\raw\api\europe_pmc\sha256-6da7bb4c88fca63482ff83fc1247e36a9ec326d0bdb782ae278786f86d823d53.json,True,evombl-official-api-v2,source-rate-limits-v1
EVO-RET-E125D2CA091DC3F74993,EVO-SRC-1AA6599CEC290236,europe_pmc,EXT_ID:42307233,2026-07-26 04:42:22.004048,2026-07-26 04:42:22.019497,offline_cache_hit,,1,b849df9c09c70a207a8403f154770d9847414376342faa38f762790341659aa6,data\raw\api\europe_pmc\sha256-b849df9c09c70a207a8403f154770d9847414376342faa38f762790341659aa6.json,True,evombl-official-api-v2,source-rate-limits-v1
EVO-RET-E9DF3803805E70A3C5FB,EVO-SRC-1AA6599CEC290236,ncbi_pubmed,42307233,2026-07-26 04:42:22.049431,2026-07-26 04:42:22.050457,offline_cache_hit,,1,5232d6561580928d510586f0e361f0cf75e8a219febc4af2f03894e2681bfe7e,data\raw\api\ncbi_pubmed\sha256-5232d6561580928d510586f0e361f0cf75e8a219febc4af2f03894e2681bfe7e.json,True,evombl-official-api-v2,source-rate-limits-v1
EVO-RET-388159E109BE78540203,EVO-SRC-2FC255DC846D4B6F,crossref,10.1016/j.jinorgbio.2026.113335,2026-07-26 04:42:22.086037,2026-07-26 04:42:22.111766,offline_cache_hit,,1,e9e4b062df5105688cd607bfcd2e0028dbb520b0176c02fe08f5ed2c449dcef0,data\raw\api\crossref\sha256-e9e4b062df5105688cd607bfcd2e0028dbb520b0176c02fe08f5ed2c449dcef0.json,True,evombl-official-api-v2,source-rate-limits-v1
EVO-RET-FC02AA15D6302AA73442,EVO-SRC-2FC255DC846D4B6F,europe_pmc,DOI:10.1016/j.jinorgbio.2026.113335,2026-07-26 04:42:22.135112,2026-07-26 04:42:22.152453,offline_cache_hit,,1,6927ecfd81635044f60e78fc3662a0ae6bf99d9c94f6a0fff6c57f2c045f403c,data\raw\api\europe_pmc\sha256-6927ecfd81635044f60e78fc3662a0ae6bf99d9c94f6a0fff6c57f2c045f403c.json,True,evombl-official-api-v2,source-rate-limits-v1
EVO-RET-8D35807B1FB3ACFD93F0,EVO-SRC-2FC255DC846D4B6F,europe_pmc,EXT_ID:41996979,2026-07-26 04:42:22.179649,2026-07-26 04:42:22.185357,offline_cache_hit,,1,3f5bb680a07e39e8f950ec79f1ae793733687f78d43d42721250e022a2857172,data\raw\api\europe_pmc\sha256-3f5bb680a07e39e8f950ec79f1ae793733687f78d43d42721250e022a2857172.json,True,evombl-official-api-v2,source-rate-limits-v1
EVO-RET-A4D899F676D1FAAD41B6,EVO-SRC-2FC255DC846D4B6F,ncbi_pubmed,41996979,2026-07-26 04:42:22.218771,2026-07-26 04:42:22.218771,offline_cache_hit,,1,051319cf43a17f0bfdebe2f9572f99fb0a99671982e3475b32525fb696efb309,data\raw\api\ncbi_pubmed\sha256-051319cf43a17f0bfdebe2f9572f99fb0a99671982e3475b32525fb696efb309.json,True,evombl-official-api-v2,source-rate-limits-v1
EVO-RET-8AAB950A5F5F3ADB4114,EVO-SRC-68FC875981F77C80,crossref,10.1128/spectrum.02788-25,2026-07-26 04:42:22.252579,2026-07-26 04:42:22.281196,offline_cache_hit,,1,8c292f74083937feaa3957badbffed36e5b3eccda581b4f7f80906f33f2ec6db,data\raw\api\crossref\sha256-8c292f74083937feaa3957badbffed36e5b3eccda581b4f7f80906f33f2ec6db.json,True,evombl-official-api-v2,source-rate-limits-v1
EVO-RET-6E6BEC393BC23CB94B51,EVO-SRC-68FC875981F77C80,europe_pmc,DOI:10.1128/spectrum.02788-25,2026-07-26 04:42:22.302065,2026-07-26 04:42:22.321980,offline_cache_hit,,1,a36f3348a93b9a72b77bed272ca6a1d59db0b0d0704b3d66e6f8d98aa5345d9f,data\raw\api\europe_pmc\sha256-a36f3348a93b9a72b77bed272ca6a1d59db0b0d0704b3d66e6f8d98aa5345d9f.json,True,evombl-official-api-v2,source-rate-limits-v1
EVO-RET-0307C8A1AD3F3648B9F6,EVO-SRC-68FC875981F77C80,europe_pmc,EXT_ID:41660846,2026-07-26 04:42:22.344816,2026-07-26 04:42:22.366461,offline_cache_hit,,1,6ac82b8033d1d90877451e7796606d3901691be667c6f4134fd808b9aa6923d8,data\raw\api\europe_pmc\sha256-6ac82b8033d1d90877451e7796606d3901691be667c6f4134fd808b9aa6923d8.json,True,evombl-official-api-v2,source-rate-limits-v1
EVO-RET-01E4DA1D5189FB8770D5,EVO-SRC-68FC875981F77C80,ncbi_pubmed,41660846,2026-07-26 04:42:22.394483,2026-07-26 04:42:22.395493,offline_cache_hit,,1,c1b090bd862bd538c9dfacbdc25dfc44f46201dd038b084bba0f5bf878766c1e,data\raw\api\ncbi_pubmed\sha256-c1b090bd862bd538c9dfacbdc25dfc44f46201dd038b084bba0f5bf878766c1e.json,True,evombl-official-api-v2,source-rate-limits-v1
