comparison_id,seed_id,provider_a,provider_b,field_name,classification
EVO-CMPMETA-4BED6C50B49C5B7DEC8B,EVO-SEED-007,europe_pmc,ncbi_pubmed,publication_year,exact_agreement
EVO-CMPMETA-AB77F7860A68270637D8,EVO-SEED-007,europe_pmc,ncbi_pubmed,publication_year,exact_agreement
EVO-CMPMETA-E8520422748B1D5E1B03,EVO-SEED-007,europe_pmc,ncbi_pubmed,publication_year,exact_agreement
EVO-CMPMETA-FA269D74FAAE434BE89D,EVO-SEED-007,europe_pmc,ncbi_pubmed,title,exact_agreement
EVO-CMPMETA-74AA8110A12DAAF0E8F3,EVO-SEED-007,europe_pmc,ncbi_pubmed,title,exact_agreement
EVO-CMPMETA-D74AB11CCEC384EF40AA,EVO-SEED-007,europe_pmc,ncbi_pubmed,title,exact_agreement
EVO-CMPMETA-CC08EA573D43530D3BCD,EVO-SEED-008,crossref,europe_pmc,article_type,compatible_partial_metadata
EVO-CMPMETA-47B392B5549415EFC75A,EVO-SEED-008,crossref,europe_pmc,article_type,compatible_partial_metadata
EVO-CMPMETA-2A3811DA63986AF9C47E,EVO-SEED-008,crossref,europe_pmc,authors,material_conflict
EVO-CMPMETA-D9CC3D8C5BB2BB000C27,EVO-SEED-008,crossref,europe_pmc,authors,material_conflict
EVO-CMPMETA-CDE253FB1DAF158AC912,EVO-SEED-008,crossref,europe_pmc,doi,exact_agreement
EVO-CMPMETA-15E189A78EDBD61AAD65,EVO-SEED-008,crossref,europe_pmc,doi,exact_agreement
EVO-CMPMETA-900CA3818F1FC9C5173E,EVO-SEED-008,crossref,europe_pmc,journal,material_conflict
EVO-CMPMETA-1787B1E1A7C6459AA39B,EVO-SEED-008,crossref,europe_pmc,journal,material_conflict
EVO-CMPMETA-363BD14D04FFC1C9A4D0,EVO-SEED-008,crossref,europe_pmc,licence,compatible_partial_metadata
EVO-CMPMETA-CA1B25E67E5796F9D9B0,EVO-SEED-008,crossref,europe_pmc,licence,compatible_partial_metadata
EVO-CMPMETA-7E4130B0C739A99CE04C,EVO-SEED-008,crossref,europe_pmc,open_access,compatible_partial_metadata
EVO-CMPMETA-23A94A03DFAAEBB4E195,EVO-SEED-008,crossref,europe_pmc,open_access,compatible_partial_metadata
EVO-CMPMETA-6C96E7F189D729E615F7,EVO-SEED-008,crossref,europe_pmc,pmcid,compatible_partial_metadata
EVO-CMPMETA-D60E1945839F2885DB57,EVO-SEED-008,crossref,europe_pmc,pmcid,compatible_partial_metadata
EVO-CMPMETA-8DEBBDE0418828D7698B,EVO-SEED-008,crossref,europe_pmc,pmid,compatible_partial_metadata
EVO-CMPMETA-D6D5290E0DDA3E420BE3,EVO-SEED-008,crossref,europe_pmc,pmid,compatible_partial_metadata
EVO-CMPMETA-CDB0C74A78E0C8952188,EVO-SEED-008,crossref,europe_pmc,publication_year,exact_agreement
EVO-CMPMETA-3023ACDD5183055F6214,EVO-SEED-008,crossref,europe_pmc,publication_year,exact_agreement
EVO-CMPMETA-A34E8FA720DCE1238DA8,EVO-SEED-008,crossref,europe_pmc,title,formatting_only_difference
EVO-CMPMETA-BDFAF8D294239726DB9F,EVO-SEED-008,crossref,europe_pmc,title,formatting_only_difference
EVO-CMPMETA-B9F87AB33BBC7A286812,EVO-SEED-008,crossref,ncbi_pubmed,article_type,material_conflict
EVO-CMPMETA-4B8B829186F123661F31,EVO-SEED-008,crossref,ncbi_pubmed,article_type,material_conflict
EVO-CMPMETA-35ED7E463523A89F9520,EVO-SEED-008,crossref,ncbi_pubmed,authors,material_conflict
EVO-CMPMETA-CBAEF87EA34AEB6D5976,EVO-SEED-008,crossref,ncbi_pubmed,authors,material_conflict
EVO-CMPMETA-5CC4C099BB9B4B469A55,EVO-SEED-008,crossref,ncbi_pubmed,doi,exact_agreement
EVO-CMPMETA-887B56C0B3B240F02976,EVO-SEED-008,crossref,ncbi_pubmed,doi,exact_agreement
EVO-CMPMETA-D89F269EE53A07900E31,EVO-SEED-008,crossref,ncbi_pubmed,journal,formatting_only_difference
EVO-CMPMETA-B66158E173FAC6D38131,EVO-SEED-008,crossref,ncbi_pubmed,journal,formatting_only_difference
EVO-CMPMETA-B57DCC92FA3B95D06C1F,EVO-SEED-008,crossref,ncbi_pubmed,licence,compatible_partial_metadata
EVO-CMPMETA-9B53D4EDA46F2E95EB00,EVO-SEED-008,crossref,ncbi_pubmed,licence,compatible_partial_metadata
EVO-CMPMETA-E0F490B62582D319F0A3,EVO-SEED-008,crossref,ncbi_pubmed,open_access,compatible_partial_metadata
EVO-CMPMETA-C5F884B08F92CE3BF6D6,EVO-SEED-008,crossref,ncbi_pubmed,open_access,compatible_partial_metadata
EVO-CMPMETA-93961926154317FBD152,EVO-SEED-008,crossref,ncbi_pubmed,pmcid,compatible_partial_metadata
EVO-CMPMETA-3FC1FFC90C277B40D6F9,EVO-SEED-008,crossref,ncbi_pubmed,pmcid,compatible_partial_metadata
EVO-CMPMETA-52D776DE1409A706F22B,EVO-SEED-008,crossref,ncbi_pubmed,pmid,compatible_partial_metadata
EVO-CMPMETA-AF3E9668D551ECE80E17,EVO-SEED-008,crossref,ncbi_pubmed,pmid,compatible_partial_metadata
EVO-CMPMETA-2833BE461C3CC386A70E,EVO-SEED-008,crossref,ncbi_pubmed,publication_year,exact_agreement
EVO-CMPMETA-2AB1053680887338322F,EVO-SEED-008,crossref,ncbi_pubmed,publication_year,exact_agreement
EVO-CMPMETA-7AFD21972D4B4956DE8B,EVO-SEED-008,crossref,ncbi_pubmed,title,formatting_only_difference
EVO-CMPMETA-4DC46A6B5EF079A5A5D3,EVO-SEED-008,crossref,ncbi_pubmed,title,formatting_only_difference
EVO-CMPMETA-FAFFE4D683E6CF837722,EVO-SEED-008,europe_pmc,ncbi_pubmed,article_type,compatible_partial_metadata
EVO-CMPMETA-F04FA4BD188769C5F0E7,EVO-SEED-008,europe_pmc,ncbi_pubmed,article_type,compatible_partial_metadata
EVO-CMPMETA-D299B1A7BC79DB8B26A7,EVO-SEED-008,europe_pmc,ncbi_pubmed,article_type,compatible_partial_metadata
EVO-CMPMETA-6BD6EF65A7CA3B3C20D9,EVO-SEED-008,europe_pmc,ncbi_pubmed,authors,material_conflict
EVO-CMPMETA-5C07741B4FBA1FE05A42,EVO-SEED-008,europe_pmc,ncbi_pubmed,authors,material_conflict
EVO-CMPMETA-615E0690D297B003F39E,EVO-SEED-008,europe_pmc,ncbi_pubmed,authors,material_conflict
EVO-CMPMETA-EFDC63D254F1BBAB5549,EVO-SEED-008,europe_pmc,ncbi_pubmed,doi,exact_agreement
EVO-CMPMETA-50F51288B3ECE93210F1,EVO-SEED-008,europe_pmc,ncbi_pubmed,doi,exact_agreement
EVO-CMPMETA-4761FF436C029C9C8D87,EVO-SEED-008,europe_pmc,ncbi_pubmed,doi,exact_agreement
EVO-CMPMETA-9D4BEFB696743C1D7581,EVO-SEED-008,europe_pmc,ncbi_pubmed,journal,material_conflict
EVO-CMPMETA-36127EB5BA3A9E11728F,EVO-SEED-008,europe_pmc,ncbi_pubmed,journal,material_conflict
EVO-CMPMETA-52ACE80B771234786317,EVO-SEED-008,europe_pmc,ncbi_pubmed,journal,material_conflict
EVO-CMPMETA-8802915B563C76250C10,EVO-SEED-008,europe_pmc,ncbi_pubmed,licence,compatible_partial_metadata
EVO-CMPMETA-98091879CA930DA36A2E,EVO-SEED-008,europe_pmc,ncbi_pubmed,licence,compatible_partial_metadata
EVO-CMPMETA-3BF66F953E837A3347DE,EVO-SEED-008,europe_pmc,ncbi_pubmed,licence,compatible_partial_metadata
EVO-CMPMETA-617FF14854A11A190CCB,EVO-SEED-008,europe_pmc,ncbi_pubmed,open_access,compatible_partial_metadata
EVO-CMPMETA-43CA03674D03172A2EBA,EVO-SEED-008,europe_pmc,ncbi_pubmed,open_access,compatible_partial_metadata
EVO-CMPMETA-995FC7D00F1C2AFA9B9F,EVO-SEED-008,europe_pmc,ncbi_pubmed,open_access,compatible_partial_metadata
EVO-CMPMETA-F3DB7C88183BE1C927F0,EVO-SEED-008,europe_pmc,ncbi_pubmed,pmcid,exact_agreement
EVO-CMPMETA-07F0969925C82F8020B5,EVO-SEED-008,europe_pmc,ncbi_pubmed,pmcid,exact_agreement
EVO-CMPMETA-5E671BEBE64CF70348A0,EVO-SEED-008,europe_pmc,ncbi_pubmed,pmcid,exact_agreement
EVO-CMPMETA-364624477B732FD7D274,EVO-SEED-008,europe_pmc,ncbi_pubmed,pmid,exact_agreement
EVO-CMPMETA-36FE2CF67881A24D3F80,EVO-SEED-008,europe_pmc,ncbi_pubmed,pmid,exact_agreement
EVO-CMPMETA-1C7BA620B34CB48356EB,EVO-SEED-008,europe_pmc,ncbi_pubmed,pmid,exact_agreement
EVO-CMPMETA-2A8E4DA33FC6AC0838E3,EVO-SEED-008,europe_pmc,ncbi_pubmed,publication_year,exact_agreement
EVO-CMPMETA-ECF64BC408CFEC606359,EVO-SEED-008,europe_pmc,ncbi_pubmed,publication_year,exact_agreement
EVO-CMPMETA-4DA66E2053931B8E8E24,EVO-SEED-008,europe_pmc,ncbi_pubmed,publication_year,exact_agreement
EVO-CMPMETA-3BC59C07DA9E4894F17E,EVO-SEED-008,europe_pmc,ncbi_pubmed,title,exact_agreement
EVO-CMPMETA-060E428052137A624A91,EVO-SEED-008,europe_pmc,ncbi_pubmed,title,exact_agreement
EVO-CMPMETA-1DFCE606E21621239771,EVO-SEED-008,europe_pmc,ncbi_pubmed,title,exact_agreement
